iter	RMSE
573	0.0002338979975
574	0.00023138943
575	0.0002293395454
576	0.0002262858844
577	0.0002231083046
578	0.0002207336406
579	0.0002187839756
580	0.0002158764253
581	0.0002129628774
582	0.0002100062862
583	0.0002077277022
584	0.0002060423394
585	0.0002038494838
586	0.0002020619114
587	0.0001993512173
588	0.0001966845495
589	0.0001940579197
590	0.0001913271363
591	0.0001896649285
592	0.0001871089747
593	0.0001845261246
594	0.0001825183234
595	0.0001810336965
596	0.0001791011378
597	0.0001775266161
598	0.000175148592
599	0.0001732440534
600	0.0001709311666
601	0.0001685281943
602	0.000166739884
603	0.0001653719968
604	0.0001631886837
605	0.0001617238463
606	0.00015959728
607	0.0001573401646
608	0.0001556969038
609	0.0001543039414
610	0.000152212894
611	0.0001501843768
612	0.0001480849893
613	0.0001465063229
614	0.0001453002314
615	0.0001433851002
616	0.0001420952873
617	0.0001402298441
618	0.0001382575096
619	0.0001368069885
620	0.0001355806892
621	0.0001337445607
622	0.0001319648498
623	0.0001301305646
624	0.0001287371807
625	0.0001276736824
626	0.0001259932402
627	0.0001248580234
628	0.0001232211189
629	0.0001214975578
630	0.0001202173168
631	0.000119214522
632	0.0001176685363
633	0.0001165840758
634	0.0001150783287
635	0.0001134579788
636	0.0001122812134
637	0.0001112510052
638	0.0001098238382
639	0.0001088775731
640	0.000107492681
641	0.0001059688323
642	0.0001048871556
643	0.0001039029883
644	0.0001025903267
645	0.0001016979845
646	0.0001004240764
647	9.946995409e-05
648	9.822915158e-05
649	9.68177254e-05
650	9.597889864e-05
651	9.477485009e-05
652	9.3835619e-05
653	9.292537544e-05
654	9.178386287e-05
655	9.045595113e-05
656	8.959824784e-05
657	8.832623027e-05
658	8.720671927e-05
659	8.598433388e-05
660	8.509249151e-05
661	8.43519524e-05
662	8.329443836e-05
663	8.250168646e-05
664	8.147146825e-05
665	8.032135262e-05
666	7.950166102e-05
667	7.880357459e-05
668	7.783019355e-05
669	7.707449394e-05
670	7.612634593e-05
671	7.504386432e-05
672	7.429020445e-05
673	7.357315154e-05
674	7.267404287e-05
675	7.180240879e-05
676	7.078824659e-05
677	7.006648973e-05
678	6.943967395e-05
679	6.858073739e-05
680	6.775514568e-05
681	6.678553449e-05
682	6.61358791e-05
683	6.547217796e-05
684	6.48813951e-05
685	6.409080739e-05
686	6.333105693e-05
687	6.269745546e-05
688	6.21273685e-05
689	6.137990468e-05
690	6.049578856e-05
691	5.977695082e-05
692	5.917763661e-05
693	5.86011698e-05
694	5.806380574e-05
695	5.704310575e-05
696	5.637061227e-05
697	5.584475722e-05
698	5.519216581e-05
699	5.456538127e-05
700	5.375529715e-05
701	5.320019969e-05
702	5.270567634e-05
703	5.208828026e-05
704	5.14952408e-05
705	5.073965323e-05
706	5.021521102e-05
707	4.975015771e-05
708	4.916571485e-05
709	4.860427771e-05
710	4.789935782e-05
711	4.740406948e-05
712	4.694343466e-05
713	4.647048242e-05
714	4.593009112e-05
715	4.549206199e-05
716	4.496781511e-05
717	4.431472964e-05
718	4.389105284e-05
719	4.34404104e-05
720	4.294305097e-05
721	4.253059209e-05
722	4.204802729e-05
723	4.143270327e-05
724	4.104292253e-05
725	4.061393958e-05
726	4.01561174e-05
727	3.976756722e-05
728	3.907443497e-05
729	3.864038266e-05
730	3.826045676e-05
731	3.783923323e-05
732	3.727537353e-05
733	3.68808892e-05
734	3.647008291e-05
735	3.611301015e-05
736	3.571429975e-05
737	3.533283287e-05
738	3.494435104e-05
739	3.442643015e-05
740	3.409086795e-05
741	3.371326249e-05
742	3.335281062e-05
743	3.298486196e-05
744	3.263731808e-05
745	3.221604314e-05
746	3.185268001e-05
747	3.138696348e-05
748	3.108850335e-05
749	3.07810301e-05
750	3.043795956e-05
751	2.999261879e-05
752	2.971069189e-05
753	2.942109638e-05
754	2.890657106e-05
755	2.858990096e-05
756	2.830669724e-05
757	2.799933317e-05
758	2.770437432e-05
759	2.728916734e-05
760	2.698789639e-05
761	2.672152026e-05
762	2.643029676e-05
763	2.61507997e-05
764	2.585992291e-05
765	2.560305084e-05
766	2.532751242e-05
767	2.506310961e-05
768	2.468744278e-05
769	2.441299717e-05
770	2.419093792e-05
771	2.392888399e-05
772	2.36739262e-05
773	2.332027605e-05
774	2.3084737e-05
775	2.283694848e-05
776	2.258907369e-05
777	2.234754221e-05
778	2.212070836e-05
779	2.188637564e-05
780	2.15614749e-05
781	2.136555433e-05
782	2.11299116e-05
783	2.090746632e-05
784	2.06940286e-05
785	2.033590092e-05
786	2.012509185e-05
787	1.991659027e-05
788	1.971201877e-05
789	1.949054475e-05
790	1.929115938e-05
791	1.899784361e-05
792	1.880196416e-05
793	1.860811214e-05
794	1.839885621e-05
795	1.820990379e-05
796	1.793612169e-05
797	1.775209112e-05
798	1.756830204e-05
799	1.737065954e-05
800	1.71915062e-05
801	1.700094268e-05
802	1.682624332e-05
803	1.65745071e-05
804	1.634419717e-05
805	1.619419168e-05
806	1.602575552e-05
807	1.58584979e-05
808	1.571911149e-05
809	1.54812339e-05
810	1.53226303e-05
811	1.505656329e-05
812	1.490226243e-05
813	1.4747285e-05
814	1.449518188e-05
815	1.436990315e-05
816	1.422385588e-05
817	1.407141122e-05
818	1.383681901e-05
819	1.372305926e-05
820	1.358970985e-05
821	1.343990907e-05
822	1.331102333e-05
823	1.309911493e-05
824	1.295736087e-05
825	1.283404162e-05
826	1.268133447e-05
827	1.256113714e-05
828	1.242449323e-05
829	1.221923156e-05
830	1.212290311e-05
831	1.203064882e-05
832	1.18396607e-05
833	1.175348379e-05
834	1.165098301e-05
835	1.145543206e-05
836	1.132297635e-05
837	1.11964519e-05
838	1.101874736e-05
839	1.092105019e-05
840	1.079692311e-05
841	1.071952033e-05
842	1.055384301e-05
843	1.046476384e-05
844	1.029970161e-05
845	1.018070137e-05
846	1.009078359e-05
847	9.920248199e-06
848	9.808143392e-06
849	9.721080741e-06
850	9.612771241e-06
851	9.461912997e-06
852	9.39584218e-06
853	9.315216105e-06
854	9.209356388e-06
855	9.067844242e-06
856	8.994174906e-06
857	8.890420745e-06
858	8.815842995e-06
859	8.664180814e-06
860	8.566200143e-06
861	8.493932646e-06
862	8.383149147e-06
863	8.312801212e-06
864	8.218121309e-06
865	8.149755681e-06
866	8.01051856e-06
867	7.906203331e-06
868	7.817820394e-06
869	7.750417686e-06
870	7.685899296e-06
871	7.585674341e-06
872	7.500268742e-06
873	7.436492997e-06
874	7.341201506e-06
875	7.279077147e-06
876	7.155172218e-06
877	7.074625771e-06
878	7.014418222e-06
879	6.924531256e-06
880	6.86586723e-06
881	6.750172077e-06
882	6.674226449e-06
883	6.617342e-06
884	6.532558654e-06
885	6.428450154e-06
886	6.37218777e-06
887	6.266364659e-06
888	6.196455582e-06
889	6.141908978e-06
890	6.065121833e-06
891	6.011939435e-06
892	5.944526765e-06
893	5.892919662e-06
894	5.818878442e-06
895	5.768556214e-06
896	5.672868582e-06
897	5.609396959e-06
898	5.560587105e-06
899	5.490652389e-06
900	5.443054386e-06
901	5.356590329e-06
902	5.269073791e-06
903	5.210710008e-06
904	5.163842663e-06
905	5.100449083e-06
906	5.054733946e-06
907	4.998507473e-06
908	4.954173034e-06
909	4.915878758e-06
910	4.834881165e-06
911	4.774320423e-06
912	4.736549659e-06
913	4.689186667e-06
914	4.611257676e-06
915	4.536083613e-06
916	4.480165891e-06
917	4.445145957e-06
918	4.406155795e-06
919	4.35672811e-06
920	4.318896762e-06
921	4.248049626e-06
922	4.195010509e-06
923	4.143696189e-06
924	4.112799625e-06
925	4.083243919e-06
926	4.048938935e-06
927	3.980734238e-06
928	3.93017244e-06
929	3.896766983e-06
930	3.852246146e-06
931	3.8140043e-06
932	3.74987042e-06
933	3.702596486e-06
934	3.675637078e-06
935	3.644482306e-06
936	3.58309078e-06
937	3.542776564e-06
938	3.512561658e-06
939	3.467742431e-06
940	3.438286602e-06
941	3.380943681e-06
942	3.338691896e-06
943	3.286720502e-06
944	3.257557229e-06
945	3.220528029e-06
946	3.192262719e-06
947	3.139814587e-06
948	3.104931761e-06
949	3.08036055e-06
950	3.056872856e-06
951	3.027144627e-06
952	2.976325591e-06
953	2.92728318e-06
954	2.904950434e-06
955	2.867399804e-06
956	2.846376921e-06
957	2.82626512e-06
958	2.778595376e-06
959	2.755248957e-06
960	2.709256387e-06
961	2.674355592e-06
962	2.641193132e-06
963	2.618018889e-06
964	2.588385975e-06
965	2.565909452e-06
966	2.533898286e-06
967	2.511978062e-06
968	2.470364864e-06
969	2.442480226e-06
970	2.423527663e-06
971	2.399569785e-06
972	2.359542196e-06
973	2.329910132e-06
974	2.312569537e-06
975	2.292775215e-06
976	2.25445511e-06
977	2.226406426e-06
978	2.201476935e-06
979	2.181928551e-06
980	2.163214874e-06
981	2.127414559e-06
982	2.100900749e-06
983	2.077440591e-06
984	2.06159878e-06
985	2.043609241e-06
986	2.02371285e-06
987	1.989759137e-06
988	1.95699569e-06
989	1.932635625e-06
990	1.911379286e-06
991	1.896579565e-06
992	1.879802303e-06
993	1.857236224e-06
994	1.844092549e-06
995	1.831521619e-06
996	1.802622334e-06
997	1.787951581e-06
998	1.757024878e-06
999	1.734385538e-06
