iter	RMSE
0	5.977570039
1	5.810777303
2	5.650159061
3	5.499883431
4	5.354543518
5	5.213408055
6	5.076042075
7	4.931089277
8	4.795091099
9	4.669141564
10	4.536529792
11	4.407563741
12	4.288036905
13	4.166314061
14	4.053454403
15	3.945190827
16	3.839261124
17	3.741527538
18	3.645877518
19	3.553572992
20	3.459964144
21	3.366380929
22	3.274193192
23	3.185927118
24	3.10087537
25	3.018661127
26	2.944589345
27	2.8683148
28	2.796352062
29	2.724639592
30	2.654356093
31	2.584888308
32	2.522142366
33	2.461096837
34	2.39872339
35	2.33925023
36	2.279537955
37	2.223234597
38	2.166221436
39	2.112681785
40	2.059353505
41	2.008216199
42	1.958305671
43	1.908144244
44	1.857748884
45	1.80929042
46	1.76370803
47	1.720176309
48	1.677643108
49	1.635392292
50	1.59554536
51	1.554531022
52	1.515570025
53	1.478147895
54	1.441071997
55	1.406190503
56	1.370511654
57	1.33721301
58	1.303565626
59	1.271268084
60	1.23868314
61	1.208213007
62	1.177238587
63	1.147094405
64	1.117807335
65	1.090135645
66	1.063052978
67	1.036252054
68	1.010812843
69	0.9860263005
70	0.9618759561
71	0.9372917152
72	0.9141943472
73	0.8918428562
74	0.870065417
75	0.8488477419
76	0.8281759345
77	0.8080364765
78	0.7874051882
79	0.7682784015
80	0.7496447257
81	0.7314920625
82	0.7128254402
83	0.6954209225
84	0.6786257206
85	0.662265452
86	0.6456545645
87	0.6301190113
88	0.6149869375
89	0.599507105
90	0.5845138747
91	0.569913812
92	0.5556959746
93	0.5418497999
94	0.5283650864
95	0.5152319766
96	0.5024409416
97	0.4899827654
98	0.4778485315
99	0.4660296095
100	0.4545176427
101	0.443304537
102	0.4323824494
103	0.4217437784
104	0.4113811538
105	0.4012874279
106	0.3914556672
107	0.3818791436
108	0.3725513274
109	0.3634658794
110	0.3546166447
111	0.3459976456
112	0.3376030757
113	0.3294272939
114	0.3214648186
115	0.3137103226
116	0.3061586279
117	0.2988047005
118	0.2916436463
119	0.284670706
120	0.2778812512
121	0.2712707802
122	0.2648349138
123	0.2585693918
124	0.2524700692
125	0.2465329124
126	0.2407539963
127	0.2351295006
128	0.2296557066
129	0.2243289943
130	0.2189736035
131	0.2137676299
132	0.2087071441
133	0.2037883379
134	0.1990075199
135	0.1943611106
136	0.1898456388
137	0.1854577374
138	0.1811941394
139	0.1770516742
140	0.1730272641
141	0.169117921
142	0.1653207426
143	0.1616329098
144	0.1580516831
145	0.1545743999
146	0.1511984712
147	0.147747426
148	0.1444028061
149	0.1411611622
150	0.1380192221
151	0.1349738768
152	0.1320221674
153	0.1291612739
154	0.126388504
155	0.1237012841
156	0.1210971498
157	0.1185737382
158	0.1161287807
159	0.1137600957
160	0.1114655829
161	0.1092432174
162	0.1070910446
163	0.1050071754
164	0.1029897816
165	0.1010370924
166	0.09914739007
167	0.0973190069
168	0.095550322
169	0.0938397584
170	0.09218578039
171	0.09058689107
172	0.08904163015
173	0.08754857188
174	0.08610632319
175	0.08471352195
176	0.08304670856
177	0.08174468152
178	0.08018671036
179	0.07869232407
180	0.07751571554
181	0.0761209093
182	0.07431256306
183	0.07256411049
184	0.07087350891
185	0.06923880653
186	0.06765813729
187	0.0661297161
188	0.06429276229
189	0.06284698336
190	0.06144905532
191	0.05974363583
192	0.0584668209
193	0.05724105361
194	0.05629422337
195	0.05538860416
196	0.05452233769
197	0.05369366926
198	0.05290093977
199	0.05214257854
200	0.05151061079
201	0.05072460555
202	0.04978069996
203	0.04912052418
204	0.04848953488
205	0.04780394719
206	0.04697752539
207	0.04647894581
208	0.04570534418
209	0.04515400118
210	0.04470644019
211	0.04419764383
212	0.04378403084
213	0.0430862157
214	0.04262259191
215	0.04213351567
216	0.04149256647
217	0.041061049
218	0.04065143957
219	0.04021329356
220	0.03962833229
221	0.03888444625
222	0.03807052262
223	0.03713877579
224	0.03637130874
225	0.03563605682
226	0.03469428185
227	0.03378331412
228	0.03331511674
229	0.0324410629
230	0.03159530788
231	0.03100286158
232	0.03037395569
233	0.02975667943
234	0.02916144033
235	0.02857700811
236	0.02801342503
237	0.02735995927
238	0.02681488796
239	0.02629313046
240	0.0256104842
241	0.0251163954
242	0.02454238389
243	0.02406721136
244	0.02361245519
245	0.02300479368
246	0.02258788992
247	0.02207931183
248	0.02169139157
249	0.02121520016
250	0.02075890406
251	0.02040845707
252	0.01988730815
253	0.01955843807
254	0.01906087833
255	0.01875211494
256	0.01827675477
257	0.01795934751
258	0.01766821765
259	0.0173634955
260	0.01708344845
261	0.01665356728
262	0.01636983239
263	0.01610579995
264	0.01583322223
265	0.01557927284
266	0.01519029211
267	0.01495212695
268	0.0145803426
269	0.01433294802
270	0.01410833155
271	0.01387056741
272	0.01365458394
273	0.01331810324
274	0.01309653965
275	0.0128928927
276	0.01267985125
277	0.01248407004
278	0.01217950111
279	0.01198089397
280	0.01179635061
281	0.01151136964
282	0.01132616435
283	0.01115227781
284	0.01097410426
285	0.01080703663
286	0.01054909616
287	0.01038293176
288	0.01022557198
289	0.010065686
290	0.009914534373
291	0.009681179019
292	0.009539887217
293	0.009317064942
294	0.00917167598
295	0.009038597094
296	0.008830360568
297	0.00870271002
298	0.008571186003
299	0.008446781342
300	0.008255203644
301	0.008142731299
302	0.008027324787
303	0.007847287932
304	0.007745060259
305	0.007649209291
306	0.007542731421
307	0.00737601105
308	0.007289059696
309	0.007130442408
310	0.007051097646
311	0.006954762623
312	0.006805740408
313	0.006733835376
314	0.006678426471
315	0.006589214173
316	0.006449797371
317	0.006397842838
318	0.006263878339
319	0.006134613652
320	0.00600987746
321	0.005889507362
322	0.005773349219
323	0.005661256531
324	0.005553089876
325	0.005448716385
326	0.005330153965
327	0.005232767617
328	0.005151498248
329	0.00504208806
330	0.004937174937
331	0.004836573416
332	0.004791347784
333	0.00474814493
334	0.004706880677
335	0.004622461727
336	0.00454097769
337	0.004462338033
338	0.004422386706
339	0.004346280563
340	0.004272830395
341	0.004204934303
342	0.004123510056
343	0.004045399516
344	0.003970471416
345	0.003898600303
346	0.003860921315
347	0.003779954373
348	0.003744465634
349	0.00366665373
350	0.003633197336
351	0.003558365503
352	0.00352679749
353	0.003454786051
354	0.003424974936
355	0.003355637791
356	0.003327463288
357	0.003260666398
358	0.003234018285
359	0.003169638357
360	0.003144415474
361	0.003082338802
362	0.003031095692
363	0.003007046933
364	0.002948491334
365	0.002900105709
366	0.002844658978
367	0.002821943332
368	0.002768495037
369	0.002734379766
370	0.002693440068
371	0.002672376015
372	0.002629453687
373	0.002609171445
374	0.002560225807
375	0.002529576443
376	0.002492954628
377	0.002458678161
378	0.002424383173
379	0.002392491991
380	0.002373949944
381	0.002356217468
382	0.00231904937
383	0.002275608909
384	0.002246642525
385	0.002216190964
386	0.002199558295
387	0.002183659805
388	0.002142956541
389	0.002110024025
390	0.002071595741
391	0.00204586111
392	0.00201905004
393	0.002004385307
394	0.001980480119
395	0.001966460279
396	0.001930838633
397	0.001902242037
398	0.001889005667
399	0.001855619253
400	0.00182880585
401	0.001797331135
402	0.001774807894
403	0.001754389916
404	0.001742233268
405	0.001730619475
406	0.001701291893
407	0.001677733644
408	0.001650126094
409	0.001633362218
410	0.001606543809
411	0.001590573776
412	0.001564519672
413	0.001543535378
414	0.001528172765
415	0.001503475152
416	0.001483741316
417	0.001468941897
418	0.00144552433
419	0.001431368839
420	0.001408620993
421	0.001390479917
422	0.001376810953
423	0.001355238758
424	0.001338173495
425	0.001317881878
426	0.001299719594
427	0.001286377459
428	0.001273738953
429	0.001254245606
430	0.001242110022
431	0.001223186172
432	0.001208147337
433	0.001192059035
434	0.001180322776
435	0.001166049074
436	0.001151131317
437	0.001139914789
438	0.001122907291
439	0.001109762231
440	0.001098890821
441	0.001082791246
442	0.00106954476
443	0.001059090068
444	0.001046916259
445	0.001035229502
446	0.001023166023
447	0.001013081669
448	0.0009986220641
449	0.0009874828915
450	0.0009777732183
451	0.0009671708339
452	0.0009499917685
453	0.0009374367796
454	0.0009236068622
455	0.0009147079113
456	0.0009026855483
457	0.0008870357699
458	0.0008741712634
459	0.0008648546452
460	0.0008523803058
461	0.0008403735414
462	0.0008326252688
463	0.0008276539038
464	0.0008163806925
465	0.0008055382198
466	0.000798551819
467	0.0007940844384
468	0.0007808274092
469	0.0007708629786
470	0.000766645922
471	0.0007541233609
472	0.0007448264633
473	0.00073763767
474	0.0007285952468
475	0.0007216493592
476	0.0007128508637
477	0.0007021154053
478	0.000693617798
479	0.0006854558488
480	0.0006743616147
481	0.0006677492901
482	0.000659844578
483	0.0006534769276
484	0.0006471691195
485	0.0006393928457
486	0.0006292169282
487	0.000623317687
488	0.0006174142625
489	0.0006098076126
490	0.0006041989437
491	0.0005968195742
492	0.0005910889159
493	0.0005839007045
494	0.0005784980197
495	0.0005715239919
496	0.0005625282459
497	0.0005570776926
498	0.0005520652876
499	0.0005469554903
500	0.0005400391158
501	0.0005333907032
502	0.0005285611238
503	0.0005235974814
504	0.0005170610757
505	0.000510778742
506	0.000502795987
507	0.0004982586001
508	0.0004935376721
509	0.0004878825614
510	0.0004816600889
511	0.0004756775089
512	0.000468383221
513	0.0004642287235
514	0.0004599374533
515	0.0004540770888
516	0.0004501248527
517	0.0004460304316
518	0.000440271369
519	0.0004347331077
520	0.0004309234698
521	0.0004269453116
522	0.0004215011949
523	0.0004162665493
524	0.0004099036531
525	0.0004060747462
526	0.0004025424739
527	0.0003974130476
528	0.0003937596758
529	0.0003887615813
530	0.0003829220321
531	0.0003796059957
532	0.0003761929451
533	0.0003712960702
534	0.0003681410378
535	0.000364882293
536	0.0003600725822
537	0.0003554460555
538	0.0003501792069
539	0.0003472167037
540	0.0003441163427
541	0.0003395244219
542	0.0003349596221
543	0.0003305665181
544	0.0003257876468
545	0.0003229012904
546	0.0003186286391
547	0.0003159656876
548	0.0003132124516
549	0.0003090148793
550	0.0003049756585
551	0.0003005994911
552	0.0002981010077
553	0.0002954844966
554	0.0002923703271
555	0.000288365171
556	0.0002845099237
557	0.0002805142837
558	0.0002782311402
559	0.0002758574558
560	0.0002720760393
561	0.0002699056706
562	0.0002669603834
563	0.0002641326672
564	0.0002618316908
565	0.0002583084024
566	0.0002549180713
567	0.0002512477442
568	0.0002490343666
569	0.0002457306436
570	0.0002424102413
571	0.0002392145871
572	0.0002358342853
